article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
608210005,608210,ED coco sleeveless,254,Top,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Sleeveless blouse in airy chiffon with a collar, buttons down the front, yoke with a pleat at the back and a rounded hem. Slightly longer at the back."
608210007,608210,ED coco sleeveless,254,Top,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Sleeveless blouse in airy chiffon with a collar, buttons down the front, yoke with a pleat at the back and a rounded hem. Slightly longer at the back."
608210010,608210,ED coco sleeveless,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Sleeveless blouse in airy chiffon with a collar, buttons down the front, yoke with a pleat at the back and a rounded hem. Slightly longer at the back."
608210011,608210,ED coco sleeveless,254,Top,Garment Upper body,1010001,All over pattern,72,Blue,7,Medium,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Sleeveless blouse in airy chiffon with a collar, buttons down the front, yoke with a pleat at the back and a rounded hem. Slightly longer at the back."
608213002,608213,ED Sorrel dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut dress in a soft viscose weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
608213003,608213,ED Sorrel dress,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut dress in a soft viscose weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
608213004,608213,ED Sorrel dress,258,Blouse,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut dress in a soft viscose weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
608213007,608213,ED Sorrel dress,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut dress in a soft viscose weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
608221003,608221,ED Papaya blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut, boat-neck blouse in an airy viscose weave with elastication and a small frill around the neckline, and wide 3/4-length raglan sleeves with a frill trim."
608261001,608261,Simple as That Brief,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist.
608317001,608317,Carlita Push Balboa,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a wide lace trim at the hem."
608370001,608370,Muriel mule wedge,95,Wedge,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation suede mules with open toes, satin linings and cork wedge heels. Imitation leather insoles and rubber soles. Platform front 2 cm, heel 11 cm."
608370003,608370,Muriel mule wedge,95,Wedge,Shoes,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation suede mules with open toes, satin linings and cork wedge heels. Imitation leather insoles and rubber soles. Platform front 2 cm, heel 11 cm."
608436001,608436,Cosmo,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"V-neck dress in an airy plumeti weave with a glittery pattern. Seam at the top with gathers, a transparent yoke and long, wide transparent sleeves with ties at the ends. Seam at the waist with ties on both sides and a wide skirt that is longer at the back. Lined."
608458001,608458,Band leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with wide elastication at the waist.
608458002,608458,Band leggings,273,Leggings/Tights,Garment Lower body,1010010,Melange,73,Dark Blue,2,Medium Dusty,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with wide elastication at the waist.
608483002,608483,HOLLY HALF PLACKET,258,Blouse,Garment Upper body,1010017,Stripe,93,Dark Green,4,Dark,19,Green,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"V-neck blouse in a patterned weave with a collar, long sleeves with buttoned cuffs, and a rounded hem. Longer at the back."
608483007,608483,HOLLY HALF PLACKET,258,Blouse,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"V-neck blouse in a patterned weave with a collar, long sleeves with buttoned cuffs, and a rounded hem. Longer at the back."
608499001,608499,Porsche Push Detroit,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
608503002,608503,Michael 5-pkt pull-on,274,Shorts,Garment Lower body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"5-pocket shorts in soft cotton twill with an adjustable elasticated waist with decorative ties, a fake fly and button, and sewn-in turn-ups at the hems."
608503003,608503,Michael 5-pkt pull-on,274,Shorts,Garment Lower body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"5-pocket shorts in soft cotton twill with an adjustable elasticated waist with decorative ties, a fake fly and button, and sewn-in turn-ups at the hems."
608570001,608570,Nihon Linen,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length suit trousers in a herringbone weave made from a linen blend with a regular waist, zip fly and concealed hook-and-eye fastener. Side pockets, welt back pockets and tapered legs with creases."
608570002,608570,Nihon Linen,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length suit trousers in a herringbone weave made from a linen blend with a regular waist, zip fly and concealed hook-and-eye fastener. Side pockets, welt back pockets and tapered legs with creases."
608570003,608570,Nihon Linen,272,Trousers,Garment Lower body,1010016,Solid,52,Pink,5,Bright,4,Pink,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length suit trousers in a herringbone weave made from a linen blend with a regular waist, zip fly and concealed hook-and-eye fastener. Side pockets, welt back pockets and tapered legs with creases."
608590001,608590,Alba dress,265,Dress,Garment Full body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Dress in soft washed Tencel™ lyocell denim with a small stand-up collar and V-neck with decorative buttons down the front. Short, flounced sleeves, an elasticated seam at the back of the waist and a detachable tie belt. Unlined."
608656006,608656,Casey trs,272,Trousers,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Ankle-length trousers in sturdy jersey with a hook-and-eye fastener and zip fly. High waist with pleats, and wide legs that taper to the hem."
608660004,608660,Sofa top,256,Bodysuit,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long-sleeved, fitted top in ribbed jersey."
608674001,608674,ES Vicky tee,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Straight-cut T-shirt in sturdy jersey.
608769005,608769,Bugg,264,Blazer,Garment Upper body,1010004,Check,8,Dark Grey,4,Dark,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with notch lapels and a concealed hook-and-eye fastener at the front. Jetted front pockets, decorative slits at the cuffs and a single back vent. Lined."
608769009,608769,Bugg (2),264,Blazer,Garment Upper body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with notch lapels and a concealed hook-and-eye fastener at the front. Jetted front pockets, decorative slits at the cuffs and a single back vent. Lined."
608776001,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010010,Melange,73,Dark Blue,2,Medium Dusty,2,Blue,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776002,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776003,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010020,Contrast,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776009,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776010,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010010,Melange,6,Light Grey,2,Medium Dusty,12,Grey,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776016,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776020,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010020,Contrast,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776022,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010020,Contrast,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608776024,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010020,Contrast,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
608850008,608850,Shorts Straight Midsummer 1,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,7,Medium,2,Blue,5673,Denim shorts,F,Menswear,3,Menswear,56,Denim Men,1025,Shorts,"5-pocket shorts in washed denim with a regular waist, button fly and straight legs with raw-edge hems."
608928002,608928,SPEED Emerald Earring,70,Earring,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal earrings decorated with sparkly beads, pompoms and tassels."
608939002,608939,Veena,272,Trousers,Garment Lower body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length trousers in woven fabric with elastication at the back of the waist, a zip fly and a hook-and-eye fastener. Side pockets and legs with creases and short slits at the hems."
608941001,608941,2P LS T-shirt girly,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Tops in soft organic cotton jersey with a concealed press-stud on one shoulder, a scallop-trimmed neckline and long puffed sleeves with a scalloped trim."
608943004,608943,MATTEO PIQUE SHORTS.,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in cotton piqué with an elasticated, drawstring waist and discreet pockets in the side seams."
608943015,608943,MATTEO PIQUE SHORTS.,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in cotton piqué with an elasticated, drawstring waist and discreet pockets in the side seams."
608943016,608943,MATTEO PIQUE SHORTS.,274,Shorts,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in cotton piqué with an elasticated, drawstring waist and discreet pockets in the side seams."
608943026,608943,MATTEO PIQUE SHORTS.,274,Shorts,Garment Lower body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in cotton piqué with an elasticated, drawstring waist and discreet pockets in the side seams."
608945001,608945,ISAAC RXD RN T-SHIRT,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
608945002,608945,ISAAC TEE,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
608945008,608945,ISAAC RXD RN T-SHIRT,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
608945012,608945,ISAAC TEE,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
608945019,608945,ISAAC TEE,255,T-shirt,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
608952001,608952,Fire,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, double-knitted cotton blend with a V-neck, low dropped shoulders and tapered sleeves."
608952002,608952,Fire,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, double-knitted cotton blend with a V-neck, low dropped shoulders and tapered sleeves."
608952004,608952,Fire,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,5,Bright,4,Pink,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, double-knitted cotton blend with a V-neck, low dropped shoulders and tapered sleeves."
609012002,609012,W Hortensia skirt EQ,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide, calf-length skirt in soft fabric with a frill-trimmed, elasticated waist and a seam at the hem with a short fringe trim and wide flounce."
609015001,609015,W David Trousers EQ,272,Trousers,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide, ankle-length trousers in a crêpe weave with an elasticated drawstring waist, concealed pockets in the side seams and straight legs."
609015002,609015,W David Trousers EQ,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide, ankle-length trousers in a crêpe weave with an elasticated drawstring waist, concealed pockets in the side seams and straight legs."
609146001,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146002,609146,LARRY LS HENLEY,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146010,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010010,Melange,72,Blue,3,Light,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146011,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146014,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146018,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609146021,609146,LARRY LS HENLEY,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Henley shirt in cotton jersey with a button placket and long sleeves with a tab and button.
609174001,609174,DT Bellini,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,
609185007,609185,BB Bolt T-shirt,255,T-shirt,Garment Upper body,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,6283,Tops Boys,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Short-sleeved top in printed, fast-drying functional fabric."
609185014,609185,BB Bolt T-shirt,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,6283,Tops Boys,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Short-sleeved top in printed, fast-drying functional fabric."
609185016,609185,BB Bolt T-shirt,255,T-shirt,Garment Upper body,1010014,Placement print,40,Other Red,5,Bright,18,Red,6283,Tops Boys,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Short-sleeved top in printed, fast-drying functional fabric."
609206001,609206,Devon jaquard,263,Coat,Garment Upper body,1010022,Jacquard,42,Red,7,Medium,18,Red,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in a sturdy, textured weave with notch lapels and a concealed double-breasted fastening at the front. Concealed side pockets, a detachable belt with a metal buckle at the waist, and a single back vent. Lined."
609210001,609210,CC fancy Johanna,72,Hair clip,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hairclips with flower-shaped appliqués in tulle and sparkly stones. Length 5 cm.
609277001,609277,SHERMAN SS,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,V-neck T-shirt in soft cotton jersey with a print motif on the front and ribbing around the neckline.
609282001,609282,FIRRE conscious,273,Leggings/Tights,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with an elasticated waist and ventilating mesh sections on the legs. The tights are made from recycled polyester.
609285001,609285,Tulip Sweater,252,Sweater,Garment Upper body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Ribbed top with a boat neck, long dolman sleeves and ribbing at the cuffs and hem."
609301001,609301,Rae padded Bandeau 2p,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Lace bandeau bras with removable inserts that give the bust a natural shape and light support. Silicone trim at the top and a mesh-lined front.
609332001,609332,Daquiri Top,298,Bikini top,Swimwear,1010021,Lace,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Hole-patterned, triangle bikini top with removable inserts, a pompom trim around the neckline, and ties at the back and back of the neck."
609334001,609334,Daquiri Cheeky Brief,59,Swimwear bottom,Swimwear,1010021,Lace,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined mesh bikini bottoms with a low waist and high cut at the back.
609355007,609355,Charlotte Kimono,258,Blouse,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Knee-length jacket in airy, patterned chiffon with low dropped shoulders and wide, 3/4-length sleeves. Wrapover front with a tie belt at the waist."
609355013,609355,Charlotte Kimono,258,Blouse,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Knee-length jacket in airy, patterned chiffon with low dropped shoulders and wide, 3/4-length sleeves. Wrapover front with a tie belt at the waist."
609355014,609355,Charlotte Kimono,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Knee-length jacket in airy, patterned chiffon with low dropped shoulders and wide, 3/4-length sleeves. Wrapover front with a tie belt at the waist."
609357004,609357,Poppy jumpsuit,268,Dungarees,Garment Full body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Playsuit in a crinkled viscose weave with a V-neck, narrow, double shoulder straps that cross at the back and a narrow, detachable tie belt at the waist. Unlined."
609357009,609357,Poppy jumpsuit,268,Dungarees,Garment Full body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Playsuit in a crinkled viscose weave with a V-neck, narrow, double shoulder straps that cross at the back and a narrow, detachable tie belt at the waist. Unlined."
609379001,609379,Penny playsuit,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"V-neck playsuit in soft jersey with lace details, narrow shoulder straps that cross at the back, a seam at the waist and short, wide legs."
609405001,609405,&DENIM Jacket black jewel,262,Jacket,Garment Upper body,1010002,Application/3D,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Jacket in washed denim with embroidered appliqués and sparkly stones. Collar, buttons down the front and at the cuffs, flap chest pockets with a button and tabs with adjustable buttoning at the hem."
609469002,609469,Vega sneaker NEW,94,Sneakers,Shoes,1010016,Solid,63,Dark Purple,5,Bright,6,Lilac Purple,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm."
609511001,609511,Natalia Cropped Pile Jacket,262,Jacket,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short pile jacket with a large collar, zip down the front, concealed side pockets and a concealed drawstring at the hem. Lined."
609511003,609511,Natalia Cropped Pile Jacket,262,Jacket,Garment Upper body,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short pile jacket with a large collar, zip down the front, concealed side pockets and a concealed drawstring at the hem. Lined."
609598002,609598,POLLY BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in airy, crinkled viscose with a wide neckline, narrow elastication at the top and inset lace trims at the front. Wide sleeves and smocking and a frill at the cuffs and hem."
609598006,609598,POLLY BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in airy, crinkled viscose with a wide neckline, narrow elastication at the top and inset lace trims at the front. Wide sleeves and smocking and a frill at the cuffs and hem."
